序號,縣市,監測月份,測站,"二氧化硫<br />SO2<br />(ppb)","一氧化碳<br />CO<br />(ppm)","臭氧<br />O3<br />(ppb)","懸浮微粒<br />PM 10 <br />(μg/m 3 )","細懸浮微粒<br />PM 2.5 <br />(μg/m 3 )","氮氧化物<br />NOx<br />(ppb)","一氧化氮<br />NO<br />(ppb)","二氧化氮<br />NO2<br />(ppb)","總碳氫化合物<br />THC<br />(ppmC)","非甲烷碳氫化合物<br />NMHC<br />(ppm)","甲烷<br />CH4<br />(ppm)","大氣溫度<br />AMB_TEMP<br />(℃)","降雨量<br />RAINFALL<br />(mm)","酸雨pH值<br />pH_RAIN","相對濕度<br />RH<br />(percent)","紫外線指數<br />UVB<br />(UVI)"
1,高雄市,1998/11,左營,10.0,0.93,38.0,144.0,-,41,8.63,32.41,2.97,0.51,2.46,24.58,-,-,-,-
2,高雄市,1998/11,楠梓,6.3,0.72,33.8,119.0,-,42,9.41,32.46,2.94,0.48,2.46,24.45,-,-,-,-
3,高雄市,1998/11,前金,13.8,1.02,34.9,129.0,-,44,10.1,33.93,-,-,-,24.6,-,-,-,-
4,高雄市,1998/11,前鎮,16.0,-,-,142.0,-,65,19.03,46.04,3.17,0.66,2.51,25.43,-,-,-,-
5,高雄市,1998/11,復興,17.1,1.76,-,160.0,-,73,25.81,47.48,3.41,1.11,2.29,25.2,-,-,-,-
6,高雄市,1998/11,小港,21.2,1.08,33.3,155.0,-,73,23.93,48.81,3.16,0.72,2.44,25.75,-,-,-,-
7,高雄市,1998/11,鳳山,17.2,1.22,28.3,157.0,95,64,18.86,44.81,-,-,-,25.37,-,-,-,-
8,高雄市,1998/11,林園,16.1,0.78,43.9,138.0,96,36,7.25,28.98,2.88,0.52,2.36,25.3,-,-,-,-
9,高雄市,1998/11,大寮,15.4,1.03,38.0,166.0,-,45,6.8,38.03,2.99,0.6,2.39,25.67,-,-,-,-
10,高雄市,1998/11,仁武,16.4,0.85,33.4,140.0,-,56,15.16,40.8,2.77,0.59,2.18,24.84,-,-,-,-
11,高雄市,1998/11,橋頭,7.8,0.79,31.3,122.0,-,39,8.85,30.45,2.8,0.28,2.51,23.96,-,-,-,-
12,高雄市,1998/11,美濃,3.6,0.72,41.1,130.0,-,19,1.23,17.86,-,-,-,24.79,-,-,-,-
13,高雄市,1998/10,左營,7.9,0.83,39.1,93.0,-,31,6.65,24.25,2.61,0.36,2.24,26.91,-,-,-,-
14,高雄市,1998/10,楠梓,5.3,0.6,32.8,64.0,-,33,7.66,25.29,2.71,0.37,2.35,26.73,-,-,-,-
15,高雄市,1998/10,前金,10.4,0.9,36.1,84.0,-,34,8.08,25.72,-,-,-,26.95,-,-,-,-
16,高雄市,1998/10,前鎮,11.9,-,-,92.0,-,44,12.53,31.66,2.76,0.5,2.27,27.52,-,-,-,-
17,高雄市,1998/10,復興,12.8,1.37,-,97.0,-,54,18.72,35.63,3.11,0.85,2.26,27.24,-,-,-,-
18,高雄市,1998/10,小港,12.5,0.81,35.4,97.0,-,44,12.7,31.52,2.65,0.39,2.26,27.57,-,-,-,-
19,高雄市,1998/10,鳳山,10.0,0.99,30.4,82.0,-,39,8.8,30.26,-,-,-,27.39,-,-,-,-
20,高雄市,1998/10,林園,9.0,0.56,41.7,83.0,69,20,4.2,15.96,2.59,0.35,2.24,26.71,-,-,-,-
21,高雄市,1998/10,大寮,9.8,0.85,35.1,95.0,-,32,5.02,27.44,2.83,0.4,2.42,27.5,-,-,-,-
22,高雄市,1998/10,仁武,9.7,0.69,37.3,88.0,-,39,10.23,28.37,2.49,0.36,2.12,26.94,-,-,-,-
23,高雄市,1998/10,橋頭,5.5,0.66,31.9,69.0,-,28,5.27,22.87,2.63,0.2,2.43,26.12,-,-,-,-
24,高雄市,1998/10,美濃,2.5,0.54,34.6,74.0,-,12,1.05,11.35,-,-,-,26.46,-,-,-,-
25,高雄市,1998/09,左營,6.7,0.8,41.8,75.0,-,29,6.29,22.37,2.49,0.31,2.17,28.6,-,-,-,-
26,高雄市,1998/09,楠梓,5.7,0.55,37.0,55.0,-,27,4.36,22.99,2.65,0.33,2.32,28.24,-,-,-,-
27,高雄市,1998/09,前金,9.1,0.91,38.4,78.0,-,30,5.76,23.85,-,-,-,28.4,-,-,-,-
28,高雄市,1998/09,前鎮,8.3,-,-,66.0,-,36,8.76,27.36,2.54,0.33,2.2,28.98,-,-,-,-
29,高雄市,1998/09,復興,10.2,1.3,-,89.0,-,45,13.84,30.69,2.9,0.75,2.15,28.49,-,-,-,-
30,高雄市,1998/09,小港,10.4,0.74,38.3,75.0,-,35,8.84,26.53,2.5,0.29,2.21,28.66,-,-,-,-
31,高雄市,1998/09,鳳山,8.8,0.98,33.9,68.0,42,31,5.18,25.7,-,-,-,28.92,-,-,-,-
32,高雄市,1998/09,林園,6.6,0.52,38.6,56.0,56,14,2.26,12.19,2.39,0.31,2.1,28.06,-,-,-,-
33,高雄市,1998/09,大寮,7.2,0.76,38.8,84.0,-,20,1.86,18.16,2.63,0.27,2.37,28.94,-,-,-,-
34,高雄市,1998/09,仁武,8.1,0.65,40.4,76.0,-,30,6.46,23.81,2.55,0.25,2.3,28.32,-,-,-,-
35,高雄市,1998/09,橋頭,7.6,0.6,34.5,66.0,-,23,3.69,19.14,2.53,0.14,2.39,27.52,-,-,-,-
36,高雄市,1998/09,美濃,1.9,0.54,38.1,66.0,-,10,0.81,9.42,-,-,-,27.55,-,-,-,-
37,高雄市,1998/08,左營,6.6,0.58,18.6,39.0,-,24,8.56,15.52,2.21,0.26,1.95,30.22,-,-,-,-
38,高雄市,1998/08,楠梓,5.6,0.4,17.1,30.0,-,26,8.48,17.13,2.57,0.38,2.17,29.62,-,-,-,-
39,高雄市,1998/08,前金,5.6,0.71,16.9,30.0,-,25,8.39,16.51,-,-,-,29.66,-,-,-,-
40,高雄市,1998/08,前鎮,9.9,-,-,36.0,-,30,11.22,18.32,2.28,0.33,1.93,29.88,-,-,-,-
41,高雄市,1998/08,復興,6.6,0.93,-,36.0,-,31,13.32,17.76,2.44,0.52,1.92,29.52,-,-,-,-
42,高雄市,1998/08,小港,9.8,0.61,14.5,40.0,-,29,11.18,17.88,2.26,0.21,2.04,29.61,-,-,-,-
43,高雄市,1998/08,鳳山,6.9,0.77,15.1,34.0,21,25,7.04,18.38,-,-,-,29.84,-,-,-,-
44,高雄市,1998/08,林園,3.0,0.31,18.1,47.0,36,10,1.45,8.41,2.1,0.22,1.88,29.07,-,-,-,-
45,高雄市,1998/08,大寮,5.1,0.6,17.1,44.0,-,17,2.99,13.17,2.46,0.25,2.2,29.79,-,-,-,-
46,高雄市,1998/08,仁武,5.5,0.46,22.3,34.0,-,21,5.77,15.26,2.43,0.16,2.27,29.53,-,-,-,-
47,高雄市,1998/08,橋頭,4.0,0.44,16.2,28.0,-,18,5.35,13.09,2.31,0.11,2.21,28.53,-,-,-,-
48,高雄市,1998/08,美濃,1.0,0.39,21.9,29.0,-,8,1.22,7.15,-,-,-,28.88,-,-,-,-
49,高雄市,1998/07,左營,5.7,0.48,15.9,29.0,-,18,6.48,11.95,2.13,0.2,1.93,29.41,-,-,-,-
50,高雄市,1998/07,楠梓,4.7,0.35,12.0,31.0,-,25,10.02,15.01,2.88,0.48,2.48,29.44,-,-,-,-
51,高雄市,1998/07,前金,3.0,0.61,14.9,23.0,-,20,6.23,12.72,-,-,-,29.08,-,-,-,-
52,高雄市,1998/07,前鎮,8.7,-,-,39.0,-,25,9.58,15.89,2.24,0.41,1.83,29.66,-,-,-,-
53,高雄市,1998/07,復興,6.4,0.73,-,30.0,-,28,11.19,16.99,2.14,0.37,1.77,29.25,-,-,-,-
54,高雄市,1998/07,小港,9.3,0.52,11.5,37.0,-,27,10.91,15.69,2.11,0.16,1.95,29.61,-,-,-,-
55,高雄市,1998/07,鳳山,5.9,0.69,12.7,29.0,19,23,7.16,15.57,-,-,-,29.92,-,-,-,-
56,高雄市,1998/07,林園,3.6,0.28,15.2,48.0,25,9,2.28,6.35,1.97,0.18,1.79,28.93,-,-,-,-
57,高雄市,1998/07,大寮,7.1,0.54,13.0,41.0,-,19,7.4,11.13,2.28,0.24,2.04,30.34,-,-,-,-
58,高雄市,1998/07,仁武,5.4,0.41,14.9,30.0,-,21,7.79,13.4,2.34,0.13,2.21,29.29,-,-,-,-
59,高雄市,1998/07,橋頭,4.3,0.43,11.3,23.0,-,21,10.06,11.41,2.33,0.11,2.22,28.51,-,-,-,-
60,高雄市,1998/07,美濃,1.3,0.34,17.2,26.0,-,9,1.77,7.66,-,-,-,29.25,-,-,-,-
61,高雄市,1998/06,左營,6.5,0.75,12.3,27.0,-,30,13.42,17.05,2.48,0.48,2.01,28.46,-,-,-,-
62,高雄市,1998/06,楠梓,8.2,0.5,10.6,30.0,-,35,16.18,18.32,2.58,0.46,2.12,28.55,-,-,-,-
63,高雄市,1998/06,前金,6.5,0.9,8.9,21.0,-,33,15.81,16.8,-,-,-,28.36,-,-,-,-
64,高雄市,1998/06,前鎮,13.0,-,-,38.0,-,39,19.32,19.44,2.53,0.69,1.85,28.46,-,-,-,-
65,高雄市,1998/06,復興,11.1,0.99,-,28.0,-,40,20.7,19.58,2.37,0.57,1.8,28.01,-,-,-,-
66,高雄市,1998/06,小港,16.4,0.94,8.0,38.0,-,39,20.35,18.61,2.27,0.23,2.04,28.39,-,-,-,-
67,高雄市,1998/06,鳳山,5.6,0.85,10.0,28.0,18,28,10.56,17.77,-,-,-,28.63,-,-,-,-
68,高雄市,1998/06,林園,2.1,0.31,12.9,26.0,18,8,1.82,6.33,2.17,0.25,1.92,27.88,-,-,-,-
69,高雄市,1998/06,大寮,4.2,0.54,12.4,32.0,-,14,4.36,9.8,2.46,0.25,2.21,28.7,-,-,-,-
70,高雄市,1998/06,仁武,5.0,0.54,14.5,26.0,-,22,8.09,14.32,2.39,0.18,2.22,28.29,-,-,-,-
71,高雄市,1998/06,橋頭,6.7,0.52,10.7,26.0,-,23,8.12,14.45,2.55,0.21,2.36,27.53,-,-,-,-
72,高雄市,1998/06,美濃,1.0,0.41,17.0,26.0,-,10,1.7,7.88,-,-,-,28.05,-,-,-,-
73,高雄市,1998/05,左營,8.5,0.75,26.1,48.0,-,30,8.39,21.63,2.51,0.32,2.2,28.0,-,-,-,-
74,高雄市,1998/05,楠梓,6.3,0.5,22.4,50.0,-,31,9.47,21.5,2.55,0.36,2.19,27.91,-,-,-,-
75,高雄市,1998/05,前金,7.9,0.81,22.7,57.0,-,30,8.73,21.3,-,-,-,27.92,-,-,-,-
76,高雄市,1998/05,前鎮,12.4,-,-,61.0,-,43,14.43,28.08,2.46,0.51,1.93,28.24,-,-,-,-
77,高雄市,1998/05,復興,11.5,1.04,-,52.0,-,44,17.66,26.34,2.58,0.65,1.93,27.88,-,-,-,-
78,高雄市,1998/05,小港,14.5,0.89,20.4,60.0,-,46,17.74,27.97,2.48,0.32,2.16,28.21,-,-,-,-
79,高雄市,1998/05,鳳山,9.8,0.84,20.2,56.0,31,33,8.81,24.63,-,-,-,28.43,-,-,-,-
80,高雄市,1998/05,林園,4.4,0.42,22.9,40.0,49,14,2.23,11.11,2.38,0.3,2.08,27.66,-,-,-,-
81,高雄市,1998/05,大寮,8.9,0.63,23.7,-,-,21,4.5,16.65,2.51,0.29,2.22,28.5,-,-,-,-
82,高雄市,1998/05,仁武,11.4,0.67,29.3,52.0,-,31,8.49,22.87,2.63,0.31,2.32,27.88,-,-,-,-
83,高雄市,1998/05,橋頭,5.9,0.6,24.2,60.0,-,26,6.13,19.48,2.49,0.16,2.34,27.04,-,-,-,-
84,高雄市,1998/05,美濃,1.4,0.46,23.9,43.0,-,11,1.08,9.51,-,-,-,27.48,-,-,-,-
85,高雄市,1998/04,左營,7.5,0.81,26.2,64.0,-,33,8.78,24.28,2.51,0.33,2.17,26.26,-,-,-,-
86,高雄市,1998/04,楠梓,6.5,0.57,22.0,61.0,-,37,12.24,25.15,2.73,0.46,2.25,26.16,-,-,-,-
87,高雄市,1998/04,前金,8.6,0.85,23.0,68.0,-,34,9.36,24.34,-,-,-,26.08,-,-,-,-
88,高雄市,1998/04,前鎮,14.0,-,-,71.0,-,45,13.8,31.44,2.84,0.73,2.11,26.44,-,-,-,-
89,高雄市,1998/04,復興,10.3,1.08,-,67.0,-,44,15.34,27.78,2.56,0.61,1.94,26.11,-,-,-,-
90,高雄市,1998/04,小港,14.9,0.9,22.3,71.0,-,46,15.46,30.99,2.47,0.3,2.17,26.56,-,-,-,-
91,高雄市,1998/04,鳳山,9.3,0.97,20.2,72.0,33,38,9.88,27.91,-,-,-,26.59,-,-,-,-
92,高雄市,1998/04,林園,4.7,0.43,25.4,56.0,49,13,2.19,11.26,2.24,0.28,1.96,25.92,-,-,-,-
93,高雄市,1998/04,大寮,7.2,0.65,25.3,73.0,-,23,4.61,18.3,2.59,0.3,2.29,26.7,-,-,-,-
94,高雄市,1998/04,仁武,8.4,0.7,21.1,65.0,-,32,6.9,25.39,2.69,0.33,2.36,26.01,-,-,-,-
95,高雄市,1998/04,橋頭,6.7,0.66,25.4,89.0,-,29,7.75,21.55,2.54,0.21,2.33,25.21,-,-,-,-
96,高雄市,1998/04,美濃,1.3,0.48,24.4,56.0,-,12,1.14,10.8,-,-,-,25.95,-,-,-,-
97,高雄市,1998/03,左營,9.4,0.94,27.5,100.0,-,51,13.62,37.02,2.92,0.42,2.48,22.49,-,-,-,-
98,高雄市,1998/03,楠梓,5.9,0.67,23.3,83.0,-,45,12.12,32.93,2.72,0.34,2.38,22.64,-,-,-,-
99,高雄市,1998/03,前金,12.7,1.04,23.3,101.0,-,48,13.65,34.58,-,-,-,23.14,-,-,-,-
100,高雄市,1998/03,前鎮,18.7,-,-,101.0,-,70,23.38,46.12,3.07,0.69,2.38,23.4,-,-,-,-
101,高雄市,1998/03,復興,14.5,1.57,-,119.0,-,78,33.03,45.35,3.03,0.91,2.13,23.24,-,-,-,-
102,高雄市,1998/03,小港,21.3,1.17,22.4,111.0,-,76,29.0,47.32,2.99,0.58,2.41,23.68,-,-,-,-
103,高雄市,1998/03,鳳山,17.3,1.23,21.5,115.0,52,64,22.08,42.01,-,-,-,23.57,-,-,-,-
104,高雄市,1998/03,林園,13.1,0.69,25.9,93.0,56,32,8.72,23.26,2.89,0.62,2.28,23.34,-,-,-,-
105,高雄市,1998/03,大寮,11.2,0.92,29.1,106.0,-,38,8.84,28.69,2.9,0.51,2.39,24.01,-,-,-,-
106,高雄市,1998/03,仁武,16.2,0.85,23.1,101.0,-,53,14.11,38.94,3.15,0.6,2.54,22.83,-,-,-,-
107,高雄市,1998/03,橋頭,6.8,0.81,23.8,97.0,-,41,11.34,30.14,2.67,0.26,2.41,21.96,-,-,-,-
108,高雄市,1998/03,美濃,2.2,0.66,28.5,88.0,-,19,1.96,17.35,-,-,-,23.34,-,-,-,-
109,高雄市,1998/02,左營,9.4,0.97,19.1,95.0,-,56,17.83,38.09,-,-,-,20.18,-,-,-,-
110,高雄市,1998/02,楠梓,5.6,0.64,18.1,74.0,-,48,15.43,32.85,2.7,0.35,2.34,20.04,-,-,-,-
111,高雄市,1998/02,前金,13.0,1.1,16.1,86.0,-,52,17.23,34.73,-,-,-,20.21,-,-,-,-
112,高雄市,1998/02,前鎮,18.2,-,-,85.0,-,76,29.61,45.91,3.05,0.72,2.33,20.83,-,-,-,-
113,高雄市,1998/02,復興,14.2,1.64,-,95.0,-,87,43.08,43.99,2.76,0.88,1.96,20.66,-,-,-,-
114,高雄市,1998/02,小港,22.1,1.16,13.0,99.0,-,85,38.86,46.18,3.03,0.63,2.41,21.0,-,-,-,-
115,高雄市,1998/02,鳳山,20.2,1.19,14.0,104.0,47,72,29.82,41.92,-,-,-,20.93,-,-,-,-
116,高雄市,1998/02,林園,17.8,0.7,17.4,87.0,52,41,13.37,27.31,3.08,0.76,2.32,21.13,-,-,-,-
117,高雄市,1998/02,大寮,13.6,0.9,17.7,103.0,-,42,12.39,29.91,3.0,0.54,2.45,21.47,-,-,-,-
118,高雄市,1998/02,仁武,16.9,0.79,16.7,88.0,-,50,15.25,34.75,2.9,0.56,2.34,20.3,-,-,-,-
119,高雄市,1998/02,橋頭,6.6,0.78,16.3,75.0,-,44,13.29,30.41,2.37,0.27,2.1,19.48,-,-,-,-
120,高雄市,1998/02,美濃,2.1,0.62,18.5,76.0,-,23,3.09,19.82,-,-,-,20.8,-,-,-,-
121,高雄市,1998/01,左營,10.2,0.88,24.9,100.0,-,47,12.72,34.31,-,-,-,19.6,-,-,-,-
122,高雄市,1998/01,楠梓,6.0,0.62,21.1,83.0,-,47,13.38,33.81,2.61,0.3,2.31,19.37,-,-,-,-
123,高雄市,1998/01,前金,15.8,1.05,22.7,95.0,-,45,12.34,32.97,-,-,-,19.69,-,-,-,-
124,高雄市,1998/01,前鎮,19.2,-,-,94.0,-,70,24.27,45.72,3.08,0.61,2.46,20.35,-,-,-,-
125,高雄市,1998/01,復興,15.5,1.61,-,119.0,-,91,43.5,47.18,3.09,0.93,2.16,20.16,-,-,-,-
126,高雄市,1998/01,小港,25.0,-,18.7,91.0,-,82,33.76,47.83,2.99,0.62,2.37,20.54,-,-,-,-
127,高雄市,1998/01,鳳山,-,1.44,13.3,115.0,52,65,24.1,41.13,-,-,-,20.41,-,-,-,-
128,高雄市,1998/01,林園,25.3,0.75,22.9,106.0,54,44,13.56,30.09,3.12,0.93,2.19,20.8,-,-,-,-
129,高雄市,1998/01,大寮,15.2,0.9,23.4,126.0,-,44,9.63,34.06,2.43,0.44,2.0,20.97,-,-,-,-
130,高雄市,1998/01,仁武,18.8,0.76,19.4,101.0,-,49,13.77,35.28,2.73,0.5,2.24,19.77,-,-,-,-
131,高雄市,1998/01,橋頭,7.4,0.81,21.4,86.0,-,44,12.52,31.57,2.42,0.25,2.17,19.23,-,-,-,-
132,高雄市,1998/01,美濃,2.6,0.67,25.4,91.0,-,24,3.24,20.48,-,-,-,20.6,-,-,-,-
133,高雄市,1997/12,左營,11.0,0.87,22.4,104.0,-,50,16.54,33.22,2.93,0.47,2.46,20.63,-,-,-,-
134,高雄市,1997/12,楠梓,6.6,0.66,20.0,97.0,-,52,17.71,34.19,2.66,0.27,2.39,20.51,-,-,-,-
135,高雄市,1997/12,前金,15.5,1.0,22.0,108.0,-,48,15.15,33.07,-,-,-,20.63,-,-,-,-
136,高雄市,1997/12,前鎮,19.1,-,-,103.0,-,76,30.43,45.55,-,-,-,21.36,-,-,-,-
137,高雄市,1997/12,復興,14.9,1.84,-,155.0,-,97,52.61,44.64,3.35,1.19,2.18,21.25,-,-,-,-
138,高雄市,1997/12,小港,26.7,-,17.3,122.0,-,88,40.55,47.01,3.07,0.68,2.39,21.47,-,-,-,-
139,高雄市,1997/12,鳳山,28.6,1.23,20.6,126.0,58,76,31.76,44.14,-,-,-,21.37,-,-,-,-
140,高雄市,1997/12,林園,20.0,0.79,22.0,114.0,59,46,15.27,31.7,3.18,0.95,2.22,21.46,-,-,-,-
141,高雄市,1997/12,大寮,15.9,0.92,21.7,136.0,-,47,12.06,34.66,2.99,0.57,2.45,22.01,-,-,-,-
142,高雄市,1997/12,仁武,21.1,0.73,16.8,109.0,-,61,24.34,37.16,2.82,0.55,2.27,20.84,-,-,-,-
143,高雄市,1997/12,橋頭,8.9,0.81,22.9,92.0,-,49,16.91,32.26,2.59,0.3,2.3,20.56,-,-,-,-
144,高雄市,1997/12,美濃,2.7,0.65,30.4,105.0,-,28,4.04,23.56,-,-,-,21.55,-,-,-,-
145,高雄市,1997/11,左營,10.9,0.94,35.3,106.0,-,43,10.77,32.39,3.14,0.52,2.62,24.02,-,-,-,-
146,高雄市,1997/11,楠梓,7.2,0.69,31.1,81.0,-,48,14.5,33.87,2.82,0.33,2.47,23.74,-,-,-,-
147,高雄市,1997/11,前金,12.4,1.02,34.1,104.0,-,40,8.06,31.97,-,-,-,23.98,-,-,-,-
148,高雄市,1997/11,前鎮,16.3,-,-,102.0,-,60,15.94,44.34,2.82,0.59,2.22,24.61,-,-,-,-
149,高雄市,1997/11,復興,15.2,1.72,-,122.0,-,77,31.18,45.44,3.25,0.89,2.34,24.38,-,-,-,-
150,高雄市,1997/11,小港,19.0,-,30.8,118.0,-,63,19.93,42.86,2.86,0.47,2.4,24.36,-,-,-,-
151,高雄市,1997/11,鳳山,17.8,1.13,32.0,109.0,57,55,14.58,40.24,-,-,-,24.59,-,-,-,-
152,高雄市,1997/11,林園,11.3,0.69,37.1,96.0,53,28,5.48,22.74,2.77,0.45,2.3,24.09,-,-,-,-
153,高雄市,1997/11,大寮,16.3,0.85,34.3,127.0,-,38,7.72,30.12,2.93,0.56,2.37,24.88,-,-,-,-
154,高雄市,1997/11,仁武,14.8,0.69,28.0,105.0,-,51,13.78,37.18,3.03,1.09,1.96,23.97,-,-,-,-
155,高雄市,1997/11,橋頭,9.0,0.73,37.0,100.0,-,39,10.26,28.42,2.6,0.24,2.36,22.82,-,-,-,-
156,高雄市,1997/11,美濃,3.8,0.55,38.4,93.0,-,18,1.2,16.66,-,-,-,24.26,-,-,-,-
157,高雄市,1997/10,左營,10.4,0.84,43.4,94.0,-,35,6.29,28.3,2.91,0.38,2.56,26.64,-,-,-,-
158,高雄市,1997/10,楠梓,6.8,0.68,37.9,94.0,-,36,7.09,29.19,2.94,0.32,2.62,26.53,-,-,-,-
159,高雄市,1997/10,前金,12.4,0.91,42.7,99.0,-,32,5.7,26.62,-,-,-,26.55,-,-,-,-
160,高雄市,1997/10,前鎮,15.9,-,-,96.0,-,47,9.55,37.32,2.8,0.41,2.4,27.23,-,-,-,-
161,高雄市,1997/10,復興,12.4,1.34,-,121.0,-,57,20.76,36.64,3.06,0.75,2.31,27.06,-,-,-,-
162,高雄市,1997/10,小港,14.9,0.88,40.2,108.0,-,47,11.24,35.37,2.82,0.4,2.41,26.96,-,-,-,-
163,高雄市,1997/10,鳳山,14.6,1.03,38.2,111.0,58,44,8.37,36.07,-,-,-,27.24,-,-,-,-
164,高雄市,1997/10,林園,8.3,0.6,45.6,90.0,54,19,2.59,16.21,2.47,0.29,2.18,26.52,-,-,-,-
165,高雄市,1997/10,大寮,11.0,0.83,39.2,118.0,-,29,3.11,25.59,2.78,0.35,2.43,27.53,-,-,-,-
166,高雄市,1997/10,仁武,11.2,0.71,35.8,111.0,-,42,10.21,32.65,2.76,0.43,2.33,26.62,-,-,-,-
167,高雄市,1997/10,橋頭,8.5,0.74,44.3,96.0,-,33,6.51,26.16,2.63,0.22,2.41,25.34,-,-,-,-
168,高雄市,1997/10,美濃,3.8,0.6,41.5,98.0,-,15,0.63,14.55,-,-,-,26.71,-,-,-,-
169,高雄市,1997/09,左營,7.9,0.77,30.0,53.0,-,32,8.09,23.45,2.44,0.36,2.09,27.34,-,-,-,-
170,高雄市,1997/09,楠梓,7.4,0.58,26.3,66.0,-,33,8.71,23.96,2.93,0.37,2.56,27.26,-,-,-,-
171,高雄市,1997/09,前金,9.4,0.81,28.6,69.0,-,30,8.41,21.76,-,-,-,27.17,-,-,-,-
172,高雄市,1997/09,前鎮,15.4,-,-,55.0,-,40,11.8,28.1,2.66,0.41,2.25,27.92,-,-,-,-
173,高雄市,1997/09,復興,17.2,0.88,-,73.0,-,43,16.8,26.26,2.96,0.69,2.26,27.54,-,-,-,-
174,高雄市,1997/09,小港,14.6,0.73,26.1,59.0,-,38,11.5,26.06,2.55,0.31,2.25,27.58,-,-,-,-
175,高雄市,1997/09,鳳山,7.0,0.89,24.9,70.0,38,38,10.73,27.12,-,-,-,27.72,-,-,-,-
176,高雄市,1997/09,林園,4.6,0.44,33.4,55.0,36,14,2.17,10.7,-,-,-,27.05,-,-,-,-
177,高雄市,1997/09,大寮,7.9,0.63,28.4,69.0,-,20,3.01,17.45,2.57,0.24,2.32,27.94,-,-,-,-
178,高雄市,1997/09,仁武,9.3,0.57,25.9,70.0,-,33,9.32,24.09,2.69,0.32,2.37,27.15,-,-,-,-
179,高雄市,1997/09,橋頭,6.5,0.6,30.3,61.0,-,26,6.44,19.84,2.48,0.16,2.32,25.91,-,-,-,-
180,高雄市,1997/09,美濃,2.5,0.48,30.4,64.0,-,11,0.86,10.42,-,-,-,26.85,-,-,-,-
181,高雄市,1997/08,左營,6.6,0.68,18.8,35.0,-,-,-,-,2.37,0.37,2.01,28.3,-,-,-,-
182,高雄市,1997/08,楠梓,4.8,0.5,16.3,45.0,-,28,9.98,18.26,2.75,0.36,2.38,28.14,-,-,-,-
183,高雄市,1997/08,前金,7.2,0.77,15.8,52.0,-,26,9.38,16.17,-,-,-,28.15,-,-,-,-
184,高雄市,1997/08,前鎮,15.2,-,-,46.0,-,35,13.03,21.6,2.6,0.52,2.08,28.45,-,-,-,-
185,高雄市,1997/08,復興,8.8,1.0,-,50.0,-,36,16.04,20.44,2.63,0.6,2.02,28.1,-,-,-,-
186,高雄市,1997/08,小港,13.3,0.87,13.6,47.0,-,33,13.53,19.21,2.34,0.24,2.1,28.3,-,-,-,-
187,高雄市,1997/08,鳳山,4.2,0.77,14.7,47.0,29,29,8.65,20.07,-,-,-,28.35,-,-,-,-
