序號,縣市,監測月份,測站,"二氧化硫<br />SO2<br />(ppb)","一氧化碳<br />CO<br />(ppm)","臭氧<br />O3<br />(ppb)","懸浮微粒<br />PM 10 <br />(μg/m 3 )","細懸浮微粒<br />PM 2.5 <br />(μg/m 3 )","氮氧化物<br />NOx<br />(ppb)","一氧化氮<br />NO<br />(ppb)","二氧化氮<br />NO2<br />(ppb)","總碳氫化合物<br />THC<br />(ppmC)","非甲烷碳氫化合物<br />NMHC<br />(ppm)","甲烷<br />CH4<br />(ppm)","大氣溫度<br />AMB_TEMP<br />(℃)","降雨量<br />RAINFALL<br />(mm)","酸雨pH值<br />pH_RAIN","相對濕度<br />RH<br />(percent)","紫外線指數<br />UVB<br />(UVI)"
188,高雄市,1997/08,林園,3.2,0.38,19.5,53.0,-,9,1.84,7.42,2.18,0.21,1.96,27.84,-,-,-,-
189,高雄市,1997/08,大寮,5.3,0.54,16.1,43.0,-,-,-,-,2.41,0.17,2.24,28.52,-,-,-,-
190,高雄市,1997/08,仁武,4.4,0.49,16.6,50.0,-,24,8.58,15.33,2.48,0.23,2.25,28.07,-,-,-,-
191,高雄市,1997/08,橋頭,5.1,0.52,18.2,42.0,-,20,5.99,14.35,2.39,0.16,2.23,26.85,-,-,-,-
192,高雄市,1997/08,美濃,1.0,0.41,19.7,42.0,-,9,1.09,7.5,-,-,-,27.66,-,-,-,-
193,高雄市,1997/07,左營,8.6,0.66,22.0,37.0,-,28,12.02,15.8,2.57,0.45,2.12,28.76,-,-,-,-
194,高雄市,1997/07,楠梓,7.5,0.48,19.9,42.0,-,30,11.51,18.78,2.68,0.33,2.36,28.68,-,-,-,-
195,高雄市,1997/07,前金,9.1,0.73,18.8,43.0,-,30,12.84,16.69,-,-,-,28.72,-,-,-,-
196,高雄市,1997/07,前鎮,19.5,-,-,47.0,-,36,15.2,21.01,2.64,0.56,2.07,28.28,-,-,-,-
197,高雄市,1997/07,復興,12.5,0.99,-,45.0,-,37,17.82,19.43,2.98,0.76,2.23,28.59,-,-,-,-
198,高雄市,1997/07,小港,14.6,0.84,18.1,47.0,-,33,13.47,19.03,2.39,0.25,2.13,28.87,-,-,-,-
199,高雄市,1997/07,鳳山,4.3,0.78,19.4,47.0,27,28,8.56,19.69,-,-,-,29.07,-,-,-,-
200,高雄市,1997/07,林園,2.0,0.32,21.5,38.0,23,8,1.26,6.27,2.51,0.21,2.29,28.33,-,-,-,-
201,高雄市,1997/07,大寮,9.2,0.53,19.7,36.0,-,14,2.76,11.2,2.6,0.18,2.41,29.1,-,-,-,-
202,高雄市,1997/07,仁武,5.0,0.48,20.1,49.0,-,25,8.1,16.63,2.49,0.23,2.25,28.6,-,-,-,-
203,高雄市,1997/07,橋頭,5.9,0.51,21.4,38.0,-,23,8.56,14.19,2.36,0.14,2.22,27.2,-,-,-,-
204,高雄市,1997/07,美濃,1.1,0.38,23.7,40.0,-,9,1.03,7.84,-,-,-,27.8,-,-,-,-
205,高雄市,1997/06,左營,5.0,0.66,18.0,29.0,-,26,8.82,17.46,2.45,0.41,2.05,27.39,-,-,-,-
206,高雄市,1997/06,楠梓,8.1,0.5,13.6,39.0,-,33,10.75,21.99,2.81,0.46,2.35,27.57,-,-,-,-
207,高雄市,1997/06,前金,7.6,0.67,15.9,38.0,-,30,12.78,17.0,-,-,-,27.55,-,-,-,-
208,高雄市,1997/06,前鎮,17.2,-,-,-,-,36,13.88,22.34,2.67,0.57,2.1,26.73,-,-,-,-
209,高雄市,1997/06,復興,6.6,0.92,-,36.0,-,31,12.71,18.06,-,-,-,27.08,-,-,-,-
210,高雄市,1997/06,小港,15.6,0.9,12.6,39.0,-,36,14.53,21.94,2.36,0.31,2.06,27.36,-,-,-,-
211,高雄市,1997/06,鳳山,6.0,0.77,14.8,36.0,20,27,7.19,19.66,-,-,-,27.8,-,-,-,-
212,高雄市,1997/06,林園,2.2,0.32,19.6,-,17,-,-,-,-,-,-,26.63,-,-,-,-
213,高雄市,1997/06,大寮,3.0,0.51,16.8,24.0,-,10,1.58,8.91,-,-,-,27.88,-,-,-,-
214,高雄市,1997/06,仁武,6.4,0.51,18.4,37.0,-,22,6.2,16.28,2.37,0.21,2.16,27.21,-,-,-,-
215,高雄市,1997/06,橋頭,6.0,0.55,14.3,30.0,-,23,6.57,16.28,2.39,0.21,2.18,26.13,-,-,-,-
216,高雄市,1997/06,美濃,1.4,0.38,19.8,33.0,-,9,1.11,7.71,-,-,-,26.95,-,-,-,-
217,高雄市,1997/05,左營,8.6,0.6,-,55.0,-,23,5.43,17.4,2.62,0.43,2.19,27.01,-,-,-,-
218,高雄市,1997/05,楠梓,7.4,0.53,22.7,64.0,-,34,11.0,23.14,2.79,0.36,2.45,27.19,-,-,-,-
219,高雄市,1997/05,前金,9.8,0.71,25.0,59.0,-,27,8.56,17.93,-,-,-,26.96,-,-,-,-
220,高雄市,1997/05,前鎮,15.3,-,-,59.0,-,32,8.31,23.47,2.64,0.47,2.17,26.66,-,-,-,-
221,高雄市,1997/05,復興,-,0.95,-,68.0,-,37,13.04,23.7,2.53,0.53,2.0,27.02,-,-,-,-
222,高雄市,1997/05,小港,14.8,0.77,22.3,62.0,-,39,12.53,26.27,2.49,0.29,2.2,27.51,-,-,-,-
223,高雄市,1997/05,鳳山,9.7,0.83,23.0,63.0,33,33,7.78,25.48,-,-,-,27.57,-,-,-,-
224,高雄市,1997/05,林園,6.5,0.41,28.5,-,39,12,2.17,9.9,2.43,0.23,2.21,26.85,-,-,-,-
225,高雄市,1997/05,大寮,10.1,-,25.1,-,-,21,4.07,17.13,-,-,-,27.91,-,-,-,-
226,高雄市,1997/05,仁武,10.3,0.56,22.5,68.0,-,32,9.36,22.81,2.57,0.31,2.25,26.91,-,-,-,-
227,高雄市,1997/05,橋頭,6.4,0.59,24.6,53.0,-,25,6.84,18.27,2.39,0.14,2.24,25.71,-,-,-,-
228,高雄市,1997/05,美濃,2.5,0.43,29.1,57.0,-,11,0.86,10.58,-,-,-,27.11,-,-,-,-
229,高雄市,1997/04,左營,12.0,0.79,-,86.0,-,33,7.06,26.0,-,-,-,25.1,-,-,-,-
230,高雄市,1997/04,楠梓,7.7,0.6,28.0,93.0,-,38,9.24,28.42,2.74,0.31,2.43,25.17,-,-,-,-
231,高雄市,1997/04,前金,13.4,0.79,31.2,102.0,-,32,6.62,25.48,-,-,-,25.0,-,-,-,-
232,高雄市,1997/04,前鎮,18.4,-,-,90.0,-,42,10.97,30.83,2.72,0.47,2.25,24.94,-,-,-,-
233,高雄市,1997/04,復興,9.0,1.24,-,101.0,-,46,16.6,29.42,2.84,0.66,2.18,25.44,-,-,-,-
234,高雄市,1997/04,小港,16.7,0.77,28.2,91.0,-,49,15.29,34.15,2.72,0.35,2.37,25.71,-,-,-,-
235,高雄市,1997/04,鳳山,15.7,0.9,27.8,105.0,-,44,10.73,32.95,-,-,-,25.96,-,-,-,-
236,高雄市,1997/04,林園,9.9,0.54,35.2,92.0,-,19,3.27,15.8,2.6,0.3,2.3,25.41,-,-,-,-
237,高雄市,1997/04,大寮,14.0,0.76,33.1,108.0,-,30,5.39,24.93,-,-,-,-,-,-,-,-
238,高雄市,1997/04,仁武,17.0,0.69,28.2,104.0,-,43,12.08,30.54,2.85,0.5,2.28,25.09,-,-,-,-
239,高雄市,1997/04,橋頭,8.5,0.71,30.1,89.0,-,31,7.09,24.34,2.52,0.18,2.34,23.9,-,-,-,-
240,高雄市,1997/04,美濃,3.5,0.52,35.0,86.0,-,15,0.82,14.23,-,-,-,25.47,-,-,-,-
241,高雄市,1997/03,左營,9.9,0.81,-,89.0,-,37,8.58,28.86,-,-,-,22.37,-,-,-,-
242,高雄市,1997/03,楠梓,7.4,0.6,26.4,101.0,-,44,12.23,32.01,2.7,0.3,2.4,21.89,-,-,-,-
243,高雄市,1997/03,前金,10.9,0.85,29.4,109.0,-,39,8.37,30.27,-,-,-,22.28,-,-,-,-
244,高雄市,1997/03,前鎮,17.4,-,-,95.0,-,48,12.75,35.07,2.86,0.57,2.29,22.24,-,-,-,-
245,高雄市,1997/03,復興,14.2,1.32,-,113.0,-,58,24.44,33.52,2.88,0.74,2.14,22.76,-,-,-,-
246,高雄市,1997/03,小港,16.7,0.74,25.2,100.0,-,56,17.32,38.81,2.9,0.48,2.42,22.78,-,-,-,-
247,高雄市,1997/03,鳳山,15.1,0.89,25.7,115.0,-,48,12.09,36.12,-,-,-,23.06,-,-,-,-
248,高雄市,1997/03,林園,10.7,0.58,34.8,103.0,-,24,5.0,19.42,2.96,0.62,2.34,22.85,-,-,-,-
249,高雄市,1997/03,大寮,-,0.79,30.7,113.0,-,34,6.01,27.64,-,-,-,23.68,-,-,-,-
250,高雄市,1997/03,仁武,16.4,0.66,24.8,99.0,-,44,12.96,31.25,2.83,0.54,2.29,22.32,-,-,-,-
251,高雄市,1997/03,橋頭,7.3,0.69,30.1,95.0,-,36,8.68,26.96,2.51,0.19,2.33,22.36,-,-,-,-
252,高雄市,1997/03,美濃,3.0,0.5,33.4,103.0,-,18,1.3,16.48,-,-,-,22.82,-,-,-,-
253,高雄市,1997/02,左營,7.5,0.84,15.4,91.0,-,43,12.81,30.65,3.01,0.5,2.51,18.21,-,-,-,-
254,高雄市,1997/02,楠梓,4.7,0.59,15.6,93.0,-,46,13.2,32.84,2.66,0.25,2.42,18.17,-,-,-,-
255,高雄市,1997/02,前金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
256,高雄市,1997/02,前鎮,14.9,-,-,103.0,-,64,24.07,40.24,2.88,0.56,2.31,18.35,-,-,-,-
257,高雄市,1997/02,復興,13.4,1.57,-,123.0,-,74,36.66,37.37,3.13,0.85,2.28,18.93,-,-,-,-
258,高雄市,1997/02,小港,22.4,1.0,17.3,117.0,-,81,33.93,47.34,3.09,0.69,2.4,19.17,-,-,-,-
259,高雄市,1997/02,鳳山,26.9,1.09,16.6,124.0,-,71,28.52,42.74,-,-,-,19.16,-,-,-,-
260,高雄市,1997/02,林園,21.3,0.82,23.5,128.0,-,49,17.72,31.55,3.82,1.57,2.25,19.64,-,-,-,-
261,高雄市,1997/02,大寮,16.2,0.8,23.5,124.0,-,43,11.54,31.84,-,-,-,19.85,-,-,-,-
262,高雄市,1997/02,仁武,23.5,0.72,6.4,100.0,-,55,20.85,33.96,2.93,0.57,2.37,18.41,-,-,-,-
263,高雄市,1997/02,橋頭,5.5,0.7,18.9,91.0,-,41,11.62,28.91,2.54,0.2,2.33,18.57,-,-,-,-
264,高雄市,1997/02,美濃,2.5,0.58,26.1,102.0,-,22,2.46,19.42,-,-,-,19.41,-,-,-,-
265,高雄市,1997/01,左營,9.5,0.88,15.5,119.0,-,50,15.05,34.82,3.07,0.58,2.53,17.78,-,-,-,-
266,高雄市,1997/01,楠梓,6.6,0.6,16.7,122.0,-,54,18.03,36.2,2.62,0.27,2.34,17.61,-,-,-,-
267,高雄市,1997/01,前金,17.0,1.05,21.1,152.0,-,56,18.32,37.61,-,-,-,18.21,-,-,-,-
268,高雄市,1997/01,前鎮,15.3,-,-,117.0,-,75,29.67,45.8,2.93,0.66,2.27,17.87,-,-,-,-
269,高雄市,1997/01,復興,11.0,1.47,-,155.0,-,82,43.06,39.01,3.58,1.14,2.44,18.37,-,-,-,-
270,高雄市,1997/01,小港,23.7,1.14,16.1,127.0,-,97,45.25,51.59,3.15,0.72,2.43,18.52,-,-,-,-
271,高雄市,1997/01,鳳山,24.1,1.11,18.7,147.0,-,83,35.72,46.84,-,-,-,18.43,-,-,-,-
272,高雄市,1997/01,林園,22.2,0.84,27.4,150.0,-,52,17.89,33.75,3.68,1.42,2.25,18.9,-,-,-,-
273,高雄市,1997/01,大寮,16.7,0.79,25.2,148.0,-,49,13.12,35.54,-,-,-,19.09,-,-,-,-
274,高雄市,1997/01,仁武,21.2,0.74,5.9,120.0,-,65,25.38,39.5,2.98,0.65,2.33,17.94,-,-,-,-
275,高雄市,1997/01,橋頭,7.0,0.75,19.1,111.0,-,49,15.7,33.17,2.57,0.29,2.28,18.15,-,-,-,-
276,高雄市,1997/01,美濃,3.3,0.61,27.8,127.0,-,27,3.75,23.14,-,-,-,18.59,-,-,-,-
277,高雄市,1996/12,左營,11.8,0.94,18.0,126.0,-,55,16.83,38.02,3.44,0.73,2.71,19.25,-,-,-,-
278,高雄市,1996/12,楠梓,7.6,0.65,21.2,145.0,-,57,17.55,38.45,2.76,0.36,2.4,18.93,-,-,-,-
279,高雄市,1996/12,前金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280,高雄市,1996/12,前鎮,17.6,-,-,139.0,-,75,26.1,48.59,2.88,0.67,2.21,19.39,-,-,-,-
281,高雄市,1996/12,復興,15.3,1.79,-,155.0,-,97,49.54,47.29,3.82,1.26,2.56,19.96,-,-,-,-
282,高雄市,1996/12,小港,26.6,1.23,22.4,149.0,-,97,41.32,55.23,3.22,0.77,2.45,20.1,-,-,-,-
283,高雄市,1996/12,鳳山,29.1,1.22,22.7,161.0,-,83,31.2,52.16,-,-,-,20.15,-,-,-,-
284,高雄市,1996/12,林園,25.7,0.82,33.0,195.0,-,53,15.8,37.29,3.58,1.2,2.38,20.58,-,-,-,-
285,高雄市,1996/12,大寮,21.5,0.94,29.4,168.0,-,49,10.47,39.0,-,-,-,20.62,-,-,-,-
286,高雄市,1996/12,仁武,23.5,0.82,7.9,139.0,-,68,25.38,42.26,3.07,0.74,2.33,19.58,-,-,-,-
287,高雄市,1996/12,橋頭,9.1,0.78,21.6,123.0,-,53,17.5,35.54,2.67,0.32,2.35,19.6,-,-,-,-
288,高雄市,1996/12,美濃,3.7,0.6,35.8,142.0,-,26,2.32,23.33,-,-,-,19.91,-,-,-,-
289,高雄市,1996/11,左營,9.2,0.92,23.5,102.0,-,41,10.65,30.36,3.16,0.5,2.65,23.8,-,-,-,-
290,高雄市,1996/11,楠梓,6.5,0.7,23.1,136.0,-,47,14.51,32.01,2.9,0.35,2.47,23.73,-,-,-,-
291,高雄市,1996/11,前金,13.8,1.05,30.0,135.0,-,42,10.67,30.98,-,-,-,23.91,-,-,-,-
292,高雄市,1996/11,前鎮,14.8,-,-,129.0,-,63,20.57,41.93,2.85,0.53,2.32,23.72,-,-,-,-
293,高雄市,1996/11,復興,13.7,1.72,-,135.0,-,73,33.14,39.94,3.36,1.04,2.31,24.45,-,-,-,-
294,高雄市,1996/11,小港,20.7,1.24,26.1,137.0,-,78,29.75,48.25,3.13,0.67,2.49,24.33,-,-,-,-
295,高雄市,1996/11,鳳山,26.0,1.26,26.1,135.0,-,67,22.37,44.97,-,-,-,24.53,-,-,-,-
296,高雄市,1996/11,林園,16.8,0.73,40.3,173.0,-,36,10.5,30.3,3.28,0.71,2.57,24.68,-,-,-,-
297,高雄市,1996/11,大寮,18.0,1.01,32.4,145.0,-,44,9.53,35.22,-,-,-,24.83,-,-,-,-
298,高雄市,1996/11,仁武,17.1,0.77,20.3,125.0,-,56,19.19,36.6,3.0,0.67,2.34,23.94,-,-,-,-
299,高雄市,1996/11,橋頭,7.9,0.82,25.1,115.0,-,42,12.97,29.07,2.61,0.27,2.34,23.94,-,-,-,-
300,高雄市,1996/11,美濃,3.5,0.63,37.9,121.0,-,21,1.97,18.77,-,-,-,23.55,-,-,-,-
301,高雄市,1996/10,左營,9.5,0.99,28.3,92.0,-,37,9.36,27.67,3.17,0.45,2.72,26.14,-,-,-,-
302,高雄市,1996/10,楠梓,4.9,0.67,26.6,105.0,-,38,9.85,28.35,2.91,0.35,2.55,26.07,-,-,-,-
303,高雄市,1996/10,前金,11.3,1.03,35.8,107.0,-,-,-,-,-,-,-,26.42,-,-,-,-
304,高雄市,1996/10,前鎮,15.5,-,-,96.0,-,50,13.69,36.68,2.8,0.46,2.34,26.02,-,-,-,-
305,高雄市,1996/10,復興,13.3,1.62,-,108.0,-,61,24.53,36.06,3.09,0.87,2.22,26.63,-,-,-,-
306,高雄市,1996/10,小港,16.1,1.05,31.0,94.0,-,53,15.65,36.99,2.92,0.47,2.45,26.55,-,-,-,-
307,高雄市,1996/10,鳳山,15.7,1.18,31.7,107.0,-,47,10.43,36.09,-,-,-,26.7,-,-,-,-
308,高雄市,1996/10,林園,8.4,0.63,43.7,121.0,-,21,3.48,18.91,2.91,0.39,2.52,26.64,-,-,-,-
309,高雄市,1996/10,大寮,11.7,0.89,36.2,114.0,-,29,3.84,25.15,-,-,-,26.88,-,-,-,-
310,高雄市,1996/10,仁武,15.2,0.78,26.7,98.0,-,43,12.47,30.92,-,-,-,26.3,-,-,-,-
311,高雄市,1996/10,橋頭,6.0,0.79,29.1,94.0,-,34,8.78,25.36,2.57,0.22,2.35,25.89,-,-,-,-
312,高雄市,1996/10,美濃,3.0,0.6,38.8,88.0,-,15,1.01,14.27,-,-,-,25.14,-,-,-,-
313,高雄市,1996/09,左營,7.5,0.73,31.0,49.0,-,21,4.04,17.92,2.56,0.27,2.29,28.46,-,-,-,-
314,高雄市,1996/09,楠梓,5.2,0.51,23.0,62.0,-,26,5.95,20.3,2.75,0.35,2.4,28.44,-,-,-,-
315,高雄市,1996/09,前金,6.3,0.79,30.5,63.0,-,20,3.52,16.93,-,-,-,29.25,-,-,-,-
316,高雄市,1996/09,前鎮,9.9,-,-,52.0,-,27,5.21,22.14,2.36,0.27,2.09,28.05,-,-,-,-
317,高雄市,1996/09,復興,9.9,1.26,-,60.0,-,37,11.74,24.25,2.79,0.62,2.16,28.75,-,-,-,-
318,高雄市,1996/09,小港,9.2,0.74,25.6,54.0,-,31,6.7,23.96,2.47,0.25,2.21,28.49,-,-,-,-
319,高雄市,1996/09,鳳山,10.6,0.93,26.7,63.0,-,30,4.33,25.72,-,-,-,28.81,-,-,-,-
320,高雄市,1996/09,林園,5.9,0.45,33.8,62.0,-,13,2.03,10.95,2.74,0.47,2.27,28.77,-,-,-,-
321,高雄市,1996/09,大寮,7.9,0.63,29.8,60.0,-,20,2.41,17.13,-,-,-,28.95,-,-,-,-
322,高雄市,1996/09,仁武,10.5,0.59,24.0,62.0,-,29,7.15,22.17,2.29,0.34,1.94,28.68,-,-,-,-
323,高雄市,1996/09,橋頭,5.7,0.61,36.4,63.0,-,21,3.81,16.79,2.32,0.15,2.17,28.1,-,-,-,-
324,高雄市,1996/09,美濃,2.1,0.45,32.8,52.0,-,10,0.55,9.7,-,-,-,27.24,-,-,-,-
325,高雄市,1996/08,左營,6.8,0.72,20.2,28.0,-,23,8.35,14.4,2.47,0.26,2.21,28.39,-,-,-,-
326,高雄市,1996/08,楠梓,5.4,0.43,12.8,37.0,-,24,8.15,15.69,2.66,0.34,2.32,28.38,-,-,-,-
327,高雄市,1996/08,前金,7.2,0.74,15.5,51.0,-,25,8.69,16.07,-,-,-,28.66,-,-,-,-
328,高雄市,1996/08,前鎮,14.1,-,-,43.0,-,30,10.77,19.25,2.32,0.32,2.0,27.92,-,-,-,-
329,高雄市,1996/08,復興,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330,高雄市,1996/08,小港,11.1,0.74,14.2,42.0,-,30,11.21,18.72,2.34,0.21,2.13,28.43,-,-,-,-
331,高雄市,1996/08,鳳山,7.4,0.79,17.5,42.0,-,27,6.97,19.54,-,-,-,28.53,-,-,-,-
332,高雄市,1996/08,林園,3.7,0.34,22.1,41.0,-,9,1.62,7.24,2.52,0.35,2.17,28.43,-,-,-,-
333,高雄市,1996/08,大寮,7.4,0.58,21.0,41.0,-,17,3.06,14.16,-,-,-,28.79,-,-,-,-
334,高雄市,1996/08,仁武,7.8,0.49,15.8,45.0,-,24,8.5,15.13,2.44,0.28,2.15,28.49,-,-,-,-
335,高雄市,1996/08,橋頭,4.8,0.51,25.9,49.0,-,20,7.47,12.68,2.31,0.16,2.15,27.99,-,-,-,-
336,高雄市,1996/08,美濃,1.5,0.36,23.2,27.0,-,9,1.05,7.98,-,-,-,26.88,-,-,-,-
337,高雄市,1996/07,左營,8.4,0.65,24.0,33.0,-,24,8.66,14.95,2.63,0.25,2.38,29.62,-,-,-,-
338,高雄市,1996/07,楠梓,6.9,0.42,14.2,44.0,-,25,9.08,16.1,2.61,0.34,2.27,29.56,-,-,-,-
339,高雄市,1996/07,前金,7.2,0.66,17.1,47.0,-,23,7.73,14.87,-,-,-,29.95,-,-,-,-
340,高雄市,1996/07,前鎮,15.5,-,-,44.0,-,31,11.45,19.08,2.41,0.41,2.0,29.2,-,-,-,-
341,高雄市,1996/07,復興,10.6,1.09,-,41.0,-,35,15.26,20.08,-,-,-,29.43,-,-,-,-
342,高雄市,1996/07,小港,11.0,0.82,14.4,39.0,-,30,10.9,18.65,2.3,0.23,2.07,29.71,-,-,-,-
343,高雄市,1996/07,鳳山,8.6,0.78,17.5,47.0,-,28,7.65,19.9,-,-,-,29.82,-,-,-,-
344,高雄市,1996/07,林園,2.2,0.31,13.3,48.0,-,10,2.14,7.91,2.56,0.63,1.66,29.38,-,-,-,-
345,高雄市,1996/07,大寮,6.3,0.49,20.3,41.0,-,16,2.97,13.0,-,-,-,29.82,-,-,-,-
346,高雄市,1996/07,仁武,5.4,0.47,15.7,43.0,-,22,7.2,14.69,2.43,0.28,2.16,29.93,-,-,-,-
347,高雄市,1996/07,橋頭,6.2,0.47,28.6,45.0,-,21,7.55,13.71,2.21,0.16,2.06,29.01,-,-,-,-
348,高雄市,1996/07,美濃,1.9,0.38,25.7,40.0,-,11,1.28,9.28,-,-,-,28.22,-,-,-,-
349,高雄市,1996/06,左營,8.7,0.57,19.4,24.0,-,22,9.11,12.48,2.31,0.21,2.1,29.2,-,-,-,-
350,高雄市,1996/06,楠梓,9.5,0.44,9.7,39.0,-,30,13.27,16.71,2.51,0.34,2.17,29.36,-,-,-,-
351,高雄市,1996/06,前金,8.5,0.64,11.3,39.0,-,23,9.77,13.22,-,-,-,29.51,-,-,-,-
352,高雄市,1996/06,前鎮,17.3,-,-,39.0,-,29,12.57,16.74,2.32,0.43,1.89,28.59,-,-,-,-
353,高雄市,1996/06,小港,15.8,0.91,10.2,39.0,-,29,14.11,15.02,2.24,0.21,2.04,29.27,-,-,-,-
354,高雄市,1996/06,鳳山,9.2,0.75,12.6,43.0,-,28,9.6,18.45,-,-,-,29.77,-,-,-,-
355,高雄市,1996/06,林園,3.3,0.29,15.6,34.0,-,8,2.27,6.02,2.09,0.26,1.83,28.87,-,-,-,-
356,高雄市,1996/06,大寮,5.8,0.39,15.3,34.0,-,15,4.11,11.1,-,-,-,28.81,-,-,-,-
357,高雄市,1996/06,仁武,8.0,0.45,12.3,37.0,-,22,8.91,13.58,2.3,0.28,2.02,29.42,-,-,-,-
358,高雄市,1996/06,橋頭,8.6,0.56,19.4,38.0,-,21,9.46,11.95,2.25,0.19,2.06,28.94,-,-,-,-
359,高雄市,1996/06,美濃,1.8,0.36,21.5,39.0,-,11,1.32,9.6,-,-,-,28.04,-,-,-,-
360,高雄市,1996/05,左營,8.3,0.72,33.8,51.0,-,25,5.43,19.32,2.64,0.32,2.31,25.89,-,-,-,-
361,高雄市,1996/05,楠梓,7.0,0.56,24.3,68.0,-,31,8.06,23.15,2.74,0.36,2.38,26.03,-,-,-,-
362,高雄市,1996/05,前金,9.6,0.84,29.0,67.0,-,27,6.38,20.8,-,-,-,26.09,-,-,-,-
363,高雄市,1996/05,前鎮,15.8,-,-,70.0,-,40,11.3,28.69,2.55,0.32,2.23,25.64,-,-,-,-
364,高雄市,1996/05,小港,13.5,0.8,24.7,68.0,-,39,10.8,27.86,2.53,0.31,2.23,26.65,-,-,-,-
365,高雄市,1996/05,鳳山,13.0,0.98,24.6,75.0,-,39,8.98,29.75,-,-,-,26.44,-,-,-,-
366,高雄市,1996/05,林園,6.6,0.43,34.6,73.0,-,12,1.86,10.57,2.32,0.31,2.01,25.9,-,-,-,-
367,高雄市,1996/05,大寮,12.4,0.62,29.4,60.0,-,21,2.97,17.95,-,-,-,25.76,-,-,-,-
368,高雄市,1996/05,仁武,11.3,0.66,21.1,65.0,-,33,9.16,23.83,2.59,0.38,2.21,26.44,-,-,-,-
369,高雄市,1996/05,橋頭,6.3,0.63,25.1,62.0,-,24,5.04,18.53,2.38,0.17,2.2,25.76,-,-,-,-
370,高雄市,1996/05,美濃,2.8,0.51,31.8,66.0,-,13,1.09,12.1,-,-,-,24.84,-,-,-,-
371,高雄市,1996/04,左營,10.8,0.77,29.3,64.0,-,37,8.75,27.92,-,-,-,21.12,-,-,-,-
372,高雄市,1996/04,楠梓,7.5,0.6,22.7,80.0,-,42,10.82,31.44,2.76,0.31,2.45,21.37,-,-,-,-
373,高雄市,1996/04,前金,13.4,0.92,25.6,93.0,-,38,9.01,29.43,-,-,-,21.82,-,-,-,-
374,高雄市,1996/04,前鎮,16.8,-,-,90.0,-,53,18.51,34.47,2.94,0.47,2.47,21.61,-,-,-,-
375,高雄市,1996/04,小港,22.6,1.07,21.2,99.0,-,71,28.79,41.96,2.95,0.54,2.41,23.39,-,-,-,-
376,高雄市,1996/04,鳳山,27.0,1.11,20.9,107.0,-,66,24.44,41.48,-,-,-,22.2,-,-,-,-
377,高雄市,1996/04,林園,19.4,0.67,29.5,124.0,-,32,9.91,22.9,2.9,0.57,2.34,22.54,-,-,-,-
378,高雄市,1996/04,大寮,19.3,0.89,28.6,96.0,-,40,9.14,30.7,-,-,-,21.99,-,-,-,-
379,高雄市,1996/04,仁武,23.0,0.72,17.8,93.0,-,53,18.17,35.28,3.01,0.68,2.32,22.1,-,-,-,-
380,高雄市,1996/04,橋頭,7.6,0.78,23.0,83.0,-,35,8.54,26.85,2.45,0.26,2.2,21.47,-,-,-,-
381,高雄市,1996/04,美濃,4.4,0.6,31.9,94.0,-,21,1.6,19.14,-,-,-,21.35,-,-,-,-
382,高雄市,1996/03,左營,12.7,0.84,28.6,70.0,-,39,10.77,27.81,-,-,-,22.11,-,-,-,-
