SO2,CO,O3,PM25,Nox,NO,NO2,THC,NMHC,CH4,WindSpeed,TEMP,Humidity,Danger
7.7,0.71,32.2,69,38,6.19,31.4,2.297,0.32,1.977,0,0,67.14,1
8.8,0.89,27.4,64,45,7.91,36.6,2.475,0.464,2.011,0,0,62.21,1
9.3,1.15,25.2,62,53,12.26,40.31,2.693,0.62,2.073,0,0,59.89,1
2.6,0.46,33,52,18,3.21,15.14,0,0,0,0,0,76.13,1
10.3,0.49,37.5,65,27,4.31,22.59,2.163,0.191,1.972,0,0,76.8,1
4.8,0.47,29,55,28,5.2,23.16,2.067,0.204,1.863,0,0,75.07,1
6,0.6,33.2,55,32,5.61,26.18,2.321,0.286,2.036,0,0,74.96,1
13.3,0.69,30.8,60,37,7.3,29.47,2.374,0.408,1.966,0,0,75.93,1
6.1,0.52,29.6,59,31,4.62,26.43,2.2,0.295,1.904,0,0,76.85,1
11.4,0.55,27.3,56,39,8.62,30.13,2.343,0.35,1.994,0,0,76.16,1
5.5,0.53,28.3,63,30,5.47,24.08,0,0,0,0,0,76.78,1
2.5,0.4,33.5,50,17,2.85,14.06,0,0,0,0,0,82.02,1
6.6,0.62,32.9,61,32,5.26,26.94,2.255,0.279,1.976,0,0,75.8,1
7.4,0.79,29.4,62,39,6.1,32.41,2.432,0.438,1.994,0,0,70.65,1
8.6,1.05,25.2,55,46,10.39,35.59,2.693,0.592,2.101,0,0,74.68,1
11.5,0.68,27.3,62,44,9.76,33.89,2.186,0.373,1.813,0,0,71.3,1
7.9,0.61,33.6,47,29,4.47,24.35,2.283,0.337,1.946,0,0,75.05,1
10.9,0.54,34.6,44,32,6.71,25.27,2.074,0.281,1.793,0,0,73.92,1
7.8,0.87,33.3,40,34,7.06,27.06,2.511,0.456,2.056,0,0,78.26,1
6.8,0.37,48.5,48,16,2.81,13.37,2.054,0.123,1.931,0,0,80.69,1
9.8,0.48,36.6,43,29,6.08,22.52,2.25,0.253,1.997,0,0,76.89,1
5.4,0.44,36.2,44,23,3.9,19.01,0,0,0,0,0,77.41,1
5.6,0.43,35,43,22,3.24,19.23,2.019,0.187,1.832,0,0,75.72,1
6,0.53,43,44,25,4.6,20.48,2.23,0.235,1.994,0,0,75.23,1
2.7,0.32,38.2,34,12,2.49,9.05,0,0,0,0,0,82.21,0
9.2,0.61,37.4,43,28,4.8,23.2,2.309,0.331,1.978,0,0,76.12,1
6,0.56,37.8,48,26,4.26,21.38,2.177,0.226,1.951,0,0,76.06,1
6.1,0.44,33.2,48,19,2.46,16.75,2.241,0.273,1.969,0,0,79.18,1
13.6,0.51,25.9,30,28,9.71,18.3,1.931,0.203,1.728,0,0,78.53,0
5.3,0.51,29.7,28,21,4.15,17.04,2.199,0.272,1.927,0,0,80.86,0
3.8,0.23,37.8,30,9,2.35,7.04,1.98,0.06,1.92,0,0,90.26,0
7.3,0.35,30.6,27,20,4.33,15.77,2.084,0.176,1.908,0,0,80.29,0
6.2,0.41,31.7,29,20,4.85,14.9,2.068,0.178,1.89,0,0,80.26,0
8.5,0.44,26,31,23,4.9,18.35,2.145,0.291,1.854,0,0,80.53,0
7.4,0.36,27.5,29,20,4.18,15.93,2.027,0.251,1.776,0,0,76.99,0
4.7,0.29,29.8,36,9,1.79,7.45,1.989,0.177,1.812,0,0,83.64,1
6.8,0.64,28.6,25,25,6.51,18.11,2.283,0.322,1.961,0,0,82.27,0
5.5,0.43,32.6,27,21,6.14,15.25,2.122,0.197,1.925,0,0,78.99,0
5.4,0.32,30.3,28,18,3.97,14.16,0,0,0,0,0,81.13,0
1.7,0.22,32.9,21,7,1.82,5.17,0,0,0,0,0,84.93,0
5.9,0.38,26.9,26,19,4.86,14.49,2.054,0.21,1.843,0,0,76.92,0
5.3,0.3,20.9,22,19,5.06,14.36,1.924,0.18,1.743,0,0,75.33,0
7.5,0.42,21.2,25,22,5.39,16.21,2.074,0.266,1.808,0,0,77.82,0
3.5,0.2,31.8,24,9,1.89,7.16,1.994,0.044,1.95,0,0,84.69,0
5.7,0.41,25.6,25,22,6.68,15.32,2.137,0.234,1.902,0,0,75.36,0
1.5,0.19,28,16,7,2.15,5.18,0,0,0,0,0,83.49,0
6.4,0.63,23.2,21,25,6.68,18.52,2.286,0.356,1.93,0,0,80.52,0
7,0.31,24.2,23,20,4.72,15.09,1.946,0.155,1.792,0,0,77.95,0
5.8,0.49,24.9,24,21,4.16,16.45,2.072,0.255,1.817,0,0,77.87,0
4,0.26,24.3,20,16,4.12,11.78,0,0,0,0,0,79.35,0
4.4,0.28,23.7,27,12,2.98,9.23,2.096,0.203,1.894,0,0,82.13,0
8.7,0.33,22.1,25,24,6.89,16.85,1.898,0.192,1.706,0,0,76.33,0
4.9,0.26,19.4,19,18,5.62,12.65,1.86,0.156,1.704,0,0,74.77,0
7.4,0.27,18.3,21,23,8.78,14.29,1.862,0.169,1.693,0,0,75.4,0
6.3,0.57,18.9,17,25,7.58,16.95,2.175,0.329,1.845,0,0,78.93,0
7.8,0.36,15.8,18,21,6.29,14.32,2.018,0.258,1.76,0,0,76.65,0
5.8,0.36,20.9,22,19,6.38,12.94,2.014,0.201,1.813,0,0,77.31,0
5.4,0.36,21.4,21,21,7.41,13.46,2.064,0.209,1.856,0,0,75.7,0
1.4,0.17,24.3,11,8,2.14,5.68,0,0,0,0,0,81.35,0
3.8,0.22,22.6,16,15,4.85,10.61,0,0,0,0,0,78.68,0
7.3,0.27,20.1,19,21,6.02,14.52,1.885,0.156,1.729,0,0,77.01,0
4.3,0.26,18.8,22,16,4.68,11.06,2.176,0.181,1.995,0,0,79.36,0
4.9,0.42,20.5,21,18,4.89,13.39,1.984,0.229,1.755,0,0,75.82,0
3.4,0.17,23.9,20,9,1.83,7.3,1.948,0.045,1.903,0,0,80.54,0
7,0.33,19.8,25,21,6.74,14,1.94,0.203,1.737,0,0,77.03,0
8.8,0.32,22.5,27,25,9.15,15.5,1.884,0.167,1.717,0,0,78.1,0
6.6,0.62,22,22,28,8.28,19.59,2.28,0.345,1.936,0,0,82.51,0
8.3,0.39,18.8,23,23,7.02,16.46,2.08,0.26,1.82,0,0,80.06,0
5.1,0.4,23.6,25,21,7.72,12.87,2.031,0.183,1.848,0,0,80.89,0
4.6,0.21,25.6,26,11,2.09,9.28,1.978,0.068,1.91,0,0,84.74,0
1.9,0.23,26.8,17,9,2.35,6.52,0,0,0,0,0,82.98,0
3.9,0.29,22.8,21,17,5.18,11.92,0,0,0,0,0,79.98,0
7.3,0.34,21.7,24,22,6.1,15.94,1.955,0.16,1.795,0,0,78.46,0
4.9,0.31,20.5,27,16,4.65,11.47,2.192,0.145,2.05,0,0,78.04,0
6.5,0.51,20.9,27,22,5.75,16.66,2.1,0.276,1.824,0,0,78.22,0
4.5,0.41,21.4,24,21,6.99,13.58,2.058,0.181,1.877,0,0,78.35,0
6.9,0.37,31.6,29,19,3.39,15.62,1.935,0.166,1.769,0,0,73,0
10.9,0.37,31.2,32,25,6.36,18.75,1.904,0.149,1.756,0,0,74.67,0
10.3,0.61,31.6,27,27,5.17,21.94,2.266,0.334,1.932,0,0,78.64,0
8.5,0.39,27.8,27,22,4.03,17.73,2.064,0.222,1.843,0,0,75.14,0
5.8,0.38,34.6,33,18,4.26,14.2,2.009,0.144,1.866,0,0,76.72,0
5.8,0.26,38,31,12,1.96,9.54,1.917,0.064,1.852,0,0,78.97,0
2.3,0.28,36.3,24,11,2.38,8.36,0,0,0,0,0,74.69,0
4.7,0.35,32.3,30,18,4.28,13.67,0,0,0,0,0,75.15,0
9.4,0.37,31.4,30,24,5.63,18.16,2,0.169,1.832,0,0,73.6,0
6.4,0.38,29.4,31,19,3.24,15.58,2.05,0.15,1.901,0,0,74.01,0
7.6,0.53,26.7,34,24,4.34,19.69,2.1,0.282,1.819,0,0,72,0
5.6,0.37,32.2,30,18,3.57,14.17,2.05,0.143,1.907,0,0,75.05,0
6.4,0.48,29.9,40,26,4.74,21.26,2.08,0.222,1.857,0,0,72.71,1
12.4,0.57,29.4,46,37,8.48,28.28,2.115,0.272,1.843,0,0,73.09,1
8.6,0.83,29.4,42,37,7.87,29.12,2.44,0.417,2.023,0,0,77.58,1
7.8,0.6,27.4,45,31,4.98,25.93,2.229,0.324,1.905,0,0,73.85,1
6.5,0.55,33,50,27,4.8,22.15,2.157,0.222,1.934,0,0,76.24,1
8.8,0.43,36.1,45,22,3.8,18.43,2.135,0.184,1.951,0,0,77.33,1
2.5,0.4,33.9,34,15,2.8,11.8,0,0,0,0,0,76.35,0
5.8,0.49,28.9,48,26,5.32,20.9,0,0,0,0,0,74.35,1
11.9,0.52,28.2,45,31,7.36,23.65,2.181,0.276,1.904,0,0,74.22,1
6.6,0.51,30.8,49,27,5.16,21.38,2.092,0.228,1.865,0,0,73.57,1
9.7,0.66,28.7,48,32,5.71,26.08,2.183,0.366,1.817,0,0,73.96,1
6.5,0.53,29.9,44,26,4.3,21.58,2.207,0.213,1.994,0,0,74.98,1
5.9,0.51,29.8,51,27,5.74,21.24,1.944,0.208,1.736,0,0,68.65,1
13,0.57,29.4,52,36,7.55,28.82,2.11,0.27,1.84,0,0,69.54,1
9.4,0.69,27.9,48,30,5.22,25.03,2.101,0.355,1.747,0,0,70.29,1
9.9,0.84,27.8,45,37,7.26,29.33,2.447,0.435,2.012,0,0,73.04,1
9.7,0.62,26.8,52,31,5.38,25.84,2.216,0.331,1.886,0,0,68.99,1
7.5,0.43,34.4,46,21,3.86,16.68,2.184,0.141,2.043,0,0,74.62,1
6.6,0.56,30.3,48,26,5.14,21.22,2.165,0.232,1.933,0,0,70.47,1
2.5,0.42,35,45,14,2.59,11.9,0,0,0,0,0,73.2,1
5.7,0.51,31.6,52,25,4.66,20.54,0,0,0,0,0,70.31,1
10.5,0.54,29,49,32,5.63,26.54,2.175,0.282,1.894,0,0,70.23,1
7,0.52,29.1,52,26,5.32,20.69,2.205,0.214,1.992,0,0,70.31,1
7.2,0.57,32.8,55,27,5.11,21.91,2.156,0.235,1.92,0,0,71.63,1
4.7,0.53,21.3,42,30,8.52,21.03,1.982,0.214,1.768,0,0,75.29,1
11.3,0.69,21.1,46,43,12.65,30.22,2.196,0.312,1.884,0,0,74.74,1
9.9,0.73,19.7,44,36,9.81,26.62,2.198,0.418,1.78,0,0,77.75,1
7.5,0.99,20.9,38,42,13.28,28.61,2.592,0.505,2.087,0,0,79.46,1
7.5,0.76,18.4,48,38,10.54,27.33,2.09,0.372,1.718,0,0,75.02,1
9.8,0.51,25,45,30,7.41,22.21,2.309,0.211,2.098,0,0,78.19,1
5,0.64,22.6,41,30,7.42,22.54,1.936,0.252,1.683,0,0,77.61,1
1.6,0.43,24.6,36,15,3.64,11.82,0,0,0,0,0,79.79,1
4.3,0.56,23.7,44,28,6.9,20.88,0,0,0,0,0,76.22,1
11.2,0.59,21.1,45,37,9.88,26.93,2.218,0.306,1.911,0,0,76.99,1
6.1,0.58,21.8,48,30,7.67,21.99,2.351,0.214,2.137,0,0,75.67,1
5.4,0.68,23.1,48,32,7.61,24.19,2.248,0.269,1.979,0,0,78.32,1
5.1,0.61,25.7,61,34,8.39,25.94,2.02,0.226,1.794,0,0,72.68,1
13.7,0.83,25.3,69,55,15.88,39.3,2.336,0.414,1.922,0,0,70.3,1
12.8,0.81,25.6,64,46,12.32,33.67,2.311,0.505,1.806,0,0,74.13,1
9.6,1.18,26.1,61,52,15.39,36.59,2.729,0.605,2.124,0,0,75.37,1
8.6,0.9,24.6,68,45,11.26,33.37,2.142,0.452,1.69,0,0,70.81,1
12.9,0.62,32.9,69,36,7.75,28.28,2.384,0.249,2.135,0,0,74.1,1
2.8,0.53,30.7,54,20,5.02,14.85,0,0,0,0,0,76.22,1
6.1,0.66,26.8,67,34,7.06,27.14,0,0,0,0,0,72.83,1
14.7,0.68,25.7,64,45,11.42,33.89,2.369,0.404,1.965,0,0,72.95,1
0,0.73,28.2,74,38,7.88,30.23,2.43,0.307,2.122,0,0,71.62,1
7.2,0.74,30.1,71,36,7.29,28.59,2.303,0.302,2.001,0,0,74.17,1
3.2,0.52,32.7,62,19,4.53,14.47,0,0,0,0,0,75.7,1
5.2,0.58,25.6,66,35,8.23,26.54,2.046,0.231,1.815,0,0,70.92,1
9.2,1.23,24.1,65,53,15.57,37.36,2.76,0.753,2.007,0,0,72.65,1
7.8,0.92,24.7,72,43,11.34,31.61,2.227,0.475,1.752,0,0,68.69,1
12.2,0.69,23.7,66,46,10.92,34.59,2.314,0.36,1.954,0,0,71.1,1
12.3,0.85,24.5,77,56,16.25,39.5,2.334,0.425,1.909,0,0,68.13,1
8.9,0.73,27.2,77,38,7.27,30.95,2.42,0.318,2.103,0,0,70.27,1
12.1,0.64,32.2,77,39,9.56,29.93,2.441,0.293,2.148,0,0,72.9,1
7.2,0.72,28.7,75,36,7.32,28.32,2.296,0.298,1.998,0,0,71.93,1
6.2,0.65,23.4,67,34,6.53,27.85,0,0,0,0,0,75.26,1
11.6,0.8,23.7,68,45,11.07,33.46,2.315,0.48,1.835,0,0,72.23,1
6.6,0.72,26.3,68,33,6.79,26.48,1.923,0.298,1.625,0,0,72.29,1
3.1,0.46,37,56,16,3.53,12.64,0,0,0,0,0,77.86,1
5.1,0.52,27.3,52,27,4.38,22.8,0,0,0,0,0,78.05,1
11,0.59,29.7,52,36,7.4,29.05,2.217,0.287,1.93,0,0,74.22,1
7,0.77,29.9,57,40,8.19,31.42,1.935,0.396,1.539,0,0,71.86,1
6.3,0.59,34.3,60,29,6.77,22.16,2.199,0.248,1.951,0,0,74.75,1
4.8,0.5,32.1,52,29,6.1,22.67,2.006,0.206,1.8,0,0,73.25,1
6.5,0.61,30.4,53,27,4.81,22.38,1.89,0.258,1.633,0,0,74.89,1
9,0.62,31.8,63,32,5.76,26.09,2.363,0.257,2.108,0,0,74.05,1
9.9,0.55,39.8,63,31,7.25,23.43,2.416,0.227,2.188,0,0,77.08,1
10.5,0.77,28.5,60,39,10.64,27.97,2.33,0.443,1.887,0,0,74.88,1
11.5,0.72,28.8,66,45,11.95,32.9,2.255,0.344,1.911,0,0,72.62,1
8,1.04,28.5,52,41,10.32,30.76,2.639,0.634,2.005,0,0,75.95,1
6.4,0.55,42.5,51,23,3.8,19.01,1.867,0.238,1.629,0,0,75.42,1
4.6,0.45,43.9,53,24,4.22,19.66,1.975,0.186,1.789,0,0,74.1,1
12.1,0.59,40.5,61,36,6.97,29.5,2.203,0.268,1.935,0,0,74.37,1
7.9,0.64,42.1,51,34,6.33,27.86,1.999,0.335,1.664,0,0,72.89,1
7.7,0.53,39.6,58,23,3.18,20.08,2.269,0.176,2.093,0,0,76.65,1
11.5,0.52,40.1,52,30,4.48,25.94,2.177,0.271,1.906,0,0,75.25,1
6.2,0.52,46.3,57,23,4.12,19.18,2.171,0.222,1.949,0,0,75.58,1
8.7,0.89,40.3,47,36,7.46,28.97,2.443,0.439,2.004,0,0,76.92,1
9.5,0.44,55.9,57,21,3.89,17.33,2.217,0.142,2.074,0,0,78.43,1
9.9,0.67,40.5,52,30,4.74,25.14,2.098,0.376,1.722,0,0,75.07,1
5.1,0.47,39.2,48,23,3.01,20.09,0,0,0,0,0,77.19,1
3.4,0.39,46.3,50,12,2.37,9.67,0,0,0,0,0,79.87,1
5.1,0.37,32.4,33,17,2.75,13.8,0,0,0,0,0,76.58,0
6.3,0.4,30.8,42,16,2.45,13.7,0,0,0,0,0,79.31,1
7.1,0.4,32.4,33,19,3.27,15.29,2.017,0.173,1.844,0,0,76.29,0
3.6,0.29,33.2,35,9,2.04,7.41,2.059,0.067,1.992,0,0,79.77,0
4.9,0.58,30.8,38,19,2.01,16.55,2.05,0.236,1.814,0,0,76.31,1
2.5,0.29,31.7,35,8,1.74,6.66,0,0,0,0,0,81.8,0
5.1,0.46,33.9,33,16,3.37,12.6,1.787,0.176,1.61,0,0,75.79,0
7,0.63,32.7,31,22,4.28,18.09,0,0,0,0,0,78.52,0
5.3,0.41,37.1,37,17,4.18,13.01,2.092,0.165,1.927,0,0,75.71,1
9.1,0.39,31.6,37,23,5.44,17.78,2.045,0.157,1.903,0,0,76.79,1
6.5,0.37,35.1,37,19,4.2,15.29,1.909,0.214,1.695,0,0,74.71,1
7.7,0.43,31.5,33,22,4.03,17.6,0,0,0,0,0,74.53,0
7.9,0.34,19.9,26,22,5.64,15.94,0,0,0,0,0,77.87,0
5.4,0.29,23.7,36,14,2.19,11.36,0,0,0,0,0,81.63,1
6,0.32,24.5,27,19,5.87,12.79,2.016,0.159,1.857,0,0,72.14,0
4.4,0.25,26,35,10,1.71,8.38,1.971,0.073,1.906,0,0,80.05,0
2.4,0.22,28.3,25,7,2.18,5.14,0,0,0,0,0,84.12,0
6.7,0.5,22.7,24,22,6.23,15.46,0,0,0,0,0,81.35,0
5.2,0.36,23.2,27,15,4.05,10.87,1.771,0.176,1.595,0,0,78.4,0
6,0.29,20.8,32,17,3.9,12.63,1.903,0.14,1.774,0,0,79,0
5.5,0.29,23.3,28,18,5.38,12.58,1.843,0.202,1.641,0,0,76.71,0
5.1,0.28,23.5,21,15,3.7,11.3,0,0,0,0,0,78.3,0
8.7,0.3,21.8,28,21,6.47,14.31,1.957,0.161,1.839,0,0,76.22,0
4.1,0.47,22.3,31,17,2.87,13.82,1.978,0.228,1.75,0,0,79.16,0
6.3,0.27,18.1,27,18,4.89,12.68,1.868,0.127,1.742,0,0,76.72,0
5.7,0.26,21,15,15,4.37,11.07,0,0,0,0,0,79.87,0
2.6,0.2,26.8,19,8,1.87,6.49,0,0,0,0,0,81.01,0
7,0.47,19.7,19,22,6.36,15.31,0,0,0,0,0,79.93,0
10.8,0.3,17.9,25,22,7.59,14.08,1.835,0.169,1.696,0,0,76.33,0
4.7,0.44,18.8,24,18,5.94,12.41,1.886,0.191,1.702,0,0,76.54,0
3.9,0.16,25.6,20,8,1.38,6.75,1.865,0.05,1.826,0,0,80.64,0
3.6,0.23,23.6,24,12,2.17,9.66,0,0,0,0,0,80.12,0
5,0.32,20.6,19,15,4.12,11.02,1.748,0.142,1.607,0,0,76.97,0
6.5,0.27,21.4,23,19,6.21,12.57,1.813,0.221,1.592,0,0,74.12,0
5.7,0.29,21.8,22,17,5.46,11.76,1.957,0.132,1.824,0,0,74.33,0
8.2,0.3,17.9,18,21,6.18,15.29,0,0,0,0,0,76.54,0
7.6,0.36,24.5,24,23,5.35,17.35,0,0,0,0,0,75.25,0
7.5,0.51,26.2,24,23,5.1,18.16,0,0,0,0,0,80.12,0
6.2,0.32,24.2,31,18,3.9,13.81,1.921,0.124,1.8,0,0,75.75,0
4.7,0.28,27.4,23,16,3.23,12.55,0,0,0,0,0,75.84,0
2.5,0.24,34,25,8,1.87,6.34,0,0,0,0,0,81.79,0
5.8,0.36,28.5,29,17,5.4,11.48,1.948,0.151,1.798,0,0,73.03,0
5.4,0.5,26.5,28,18,5.8,12.71,1.926,0.209,1.72,0,0,75.64,0
3.3,0.19,31.1,24,8,1.08,6.74,1.869,0.045,1.823,0,0,81.55,0
3.2,0.26,29.3,26,12,1.9,9.83,0,0,0,0,0,79.17,0
5.6,0.37,28.3,26,17,3.6,13.17,1.657,0.153,1.504,0,0,75.61,0
6.9,0.32,26.8,27,20,5.4,14.15,1.766,0.216,1.55,0,0,73.63,0
10.7,0.35,24.5,32,22,6.47,15.47,1.756,0.164,1.598,0,0,73.87,0
7.2,0.41,40.5,37,23,3.59,19.02,0,0,0,0,0,68.52,1
7.7,0.61,42.3,39,26,4.59,21.4,0,0,0,0,0,75.15,1
7.5,0.37,36.7,44,22,3.78,18.54,2.045,0.153,1.895,0,0,69.96,1
4.6,0.36,40.8,36,18,2.74,15.36,0,0,0,0,0,67.55,1
3,0.3,44.3,37,10,2.07,8.11,0,0,0,0,0,74.49,1
9.1,0.36,37.7,43,23,3.94,19.27,1.847,0.148,1.7,0,0,67.12,1
5.7,0.53,38.3,37,21,4.95,15.59,1.985,0.228,1.757,0,0,68.85,1
5.6,0.27,44.1,34,12,1.19,10.38,1.942,0.049,1.893,0,0,75.17,0
6.4,0.37,39.1,40,18,2.43,15.39,0,0,0,0,0,72.22,1
6,0.42,46.1,39,18,2.71,14.82,1.729,0.165,1.564,0,0,70.59,1
4.9,0.37,41.6,40,19,4.75,14.34,1.919,0.168,1.751,0,0,67.77,1
5.3,0.39,45.7,41,18,5.14,12.61,1.968,0.142,1.826,0,0,67.1,1
3.2,0.4,43.5,47,13,1.73,10.83,0,0,0,0,0,77.22,1
9.1,0.86,39.5,54,35,6.24,28.76,0,0,0,0,0,76.09,1
11.8,0.58,36.4,57,33,6,27.47,2.003,0.255,1.747,0,0,67.6,1
8.7,0.64,39.3,48,29,5.31,23.26,2.088,0.33,1.758,0,0,71.75,1
4.9,0.48,35.6,49,26,5.47,20.23,2.023,0.21,1.813,0,0,71.11,1
5.4,0.49,39,52,23,2.85,19.87,0,0,0,0,0,68.92,1
6.6,0.54,43.1,51,25,5.29,19.91,2.162,0.206,1.956,0,0,69.06,1
9.7,0.51,34.4,57,31,4.79,25.78,2.173,0.229,1.944,0,0,72.12,1
7,0.5,42,53,23,2.82,19.87,0,0,0,0,0,74.53,1
8.7,0.42,47.3,47,19,2.12,17.16,2.048,0.117,1.931,0,0,75.37,1
7.6,0.63,37.8,49,30,5.53,24.72,0,0,0,0,0,70.04,1
6.1,0.56,44.3,51,23,2.96,20.21,1.968,0.218,1.749,0,0,73.02,1
3,0.41,35.3,49,15,1.94,12.59,0,0,0,0,0,77.72,1
4.9,0.5,31.7,50,24,3.78,20.7,0,0,0,0,0,73.17,1
11.3,0.53,27.9,56,34,6.88,26.65,2.214,0.271,1.943,0,0,73.7,1
10.1,0.92,29.5,55,39,8.51,30.4,0,0,0,0,0,78.28,1
7.7,0.68,29.1,49,33,7.12,26.16,0,0,0,0,0,71.35,1
6.7,0.59,34.6,53,27,4.52,22.36,2.272,0.253,2.02,0,0,70.48,1
5.2,0.49,33.3,49,26,6.22,20.05,2.023,0.2,1.823,0,0,72.53,1
6.2,0.55,35.9,49,27,3.32,23.41,2.039,0.229,1.81,0,0,74.7,1
7.8,0.53,31.7,54,28,4.16,23.48,0,0,0,0,0,73.83,1
13.1,0.49,36.4,47,29,6.1,22.61,2.133,0.181,1.952,0,0,76.52,1
11.3,0.67,29.6,48,34,7.04,26.62,2.218,0.4,1.818,0,0,73.63,1
14.3,0.6,27.5,54,37,8.2,28.88,2.115,0.312,1.803,0,0,68.51,1
9.2,0.46,36.1,50,22,3.66,18.65,2.087,0.139,1.948,0,0,78.82,1
14.5,0.66,26.5,61,38,9.23,28.96,2.05,0.333,1.717,0,0,69.67,1
3.2,0.42,35.5,51,15,2.8,12.1,0,0,0,0,0,75.8,1
9.3,0.71,27.5,55,32,6.63,25.35,2.25,0.431,1.82,0,0,73.9,1
6.8,0.64,31.6,58,27,5.2,21.68,2.284,0.268,2.016,0,0,71.82,1
6.6,0.73,27.5,53,34,6.47,27.53,0,0,0,0,0,72.86,1
5.7,0.52,30.7,53,27,7.35,19.57,2.063,0.229,1.835,0,0,72.71,1
10.1,0.55,28,61,33,7.91,25.46,2.196,0.29,1.906,0,0,73.72,1
6,0.62,30.9,54,27,4.6,22.63,2.09,0.267,1.823,0,0,75.32,1
9.1,0.93,29.3,60,38,10.32,27.54,0,0,0,0,0,79.46,1
6.3,0.54,31.9,55,26,4.06,22.32,0,0,0,0,0,70.68,1
5.5,0.53,31.3,54,25,5.51,19.26,0,0,0,0,0,74.24,1
3.2,0.46,30.7,48,17,3.04,14.29,0,0,0,0,0,72.26,1
5.6,0.87,24.5,58,46,11.46,34.18,0,0,0,0,0,64.78,1
9.9,0.56,24.4,64,38,10.44,27.55,2.217,0.334,1.882,0,0,67.54,1
5,0.64,26.3,59,30,5.73,24.7,2.127,0.286,1.841,0,0,69.28,1
4.7,0.54,26.6,56,28,6.28,21.98,0,0,0,0,0,68.56,1
15.2,0.58,31.1,56,36,7.6,28.66,2.197,0.224,1.973,0,0,68.58,1
10.2,0.69,24.3,60,39,8.89,30.46,2.253,0.477,1.776,0,0,68.63,1
9.2,0.57,28.1,62,33,5.59,27.45,0,0,0,0,0,62.16,1
4.2,0.51,26.7,56,29,6.56,22.6,2.017,0.172,1.846,0,0,67.88,1
9.3,1.1,24.5,64,54,17.48,36.37,0,0,0,0,0,71.89,1
12.3,0.72,25,65,48,13.33,34.56,2.173,0.383,1.79,0,0,61.58,1
6,0.68,29.1,62,32,6.41,26.05,2.317,0.292,2.025,0,0,63.83,1
4.7,0.57,25.5,55,33,7.18,25.49,0,0,0,0,0,68.57,1
5.8,0.92,26.4,57,48,10.59,36.99,0,0,0,0,0,64.25,1
6.6,0.75,30.3,61,36,6.24,29.33,2.443,0.378,2.066,0,0,63.39,1
4.6,0.57,26.9,50,36,9.62,26.19,2.07,0.24,1.83,0,0,67.5,1
6.4,0.69,28.2,59,35,5.82,28.83,2.263,0.347,1.916,0,0,68.79,1
10.3,0.61,24.5,61,45,12.6,32.48,2.286,0.382,1.903,0,0,66.78,1
14.5,0.59,26.7,62,36,6.92,28.93,0,0,0,0,0,63.01,1
13.4,0.57,35.9,56,35,7.79,27.33,2.133,0.185,1.948,0,0,69.26,1
9.7,0.76,26.7,57,41,9.29,31.55,2.215,0.468,1.746,0,0,67.62,1
11.2,0.74,26.2,61,50,13.78,36.34,2.12,0.399,1.721,0,0,60.86,1
2.3,0.43,30.5,44,17,3.17,13.79,0,0,0,0,0,73.51,1
9.9,1.18,26.9,62,56,16.2,40.01,0,0,0,0,0,70.82,1
6,0.83,27.7,58,38,6.8,31.63,0,0,0,0,0,69.83,1
12.4,0.55,32.6,64,27,4.72,22.27,0,0,0,0,0,68.87,1
4.7,0.46,29.9,57,27,5.14,21.76,1.934,0.182,1.753,0,0,73.03,1
12.5,0.5,40.4,57,27,5.05,22.07,2.167,0.248,1.92,0,0,76.4,1
9.8,1.05,29.5,64,47,11.34,35.42,0,0,0,0,0,72.28,1
4.7,0.51,28.7,53,27,5.44,21.73,0,0,0,0,0,73.94,1
6.1,0.61,33.1,60,26,3.71,22.64,2.219,0.3,1.919,0,0,73.8,1
12.5,0.68,28.1,61,44,9.98,34.37,2.153,0.399,1.754,0,0,67.56,1
6.8,0.65,34.3,65,29,4.25,25.05,2.382,0.323,2.059,0,0,68.96,1
2.6,0.39,33.7,49,15,2.81,11.75,0,0,0,0,0,77.3,1
9.6,0.53,28.3,62,35,7.62,27.17,2.227,0.349,1.879,0,0,72.17,1
11.3,0.69,26.1,57,35,6.43,28.77,2.267,0.45,1.817,0,0,73.41,1
